sentence,outlet,topic,type,Label_bias,Label_opinion,biased_words
We did consent to the lockdowns and now are suffering under the insanity that has flowed from them—economic suicide and petty local laws that serve no purpose other than to nanny us into submission.,federalist,coronavirus,right,Biased,Expresses writer’s opinion,['economic' 'suicide' 'petty' 'suffering' 'insanity' 'nanny' 'submission']
"On January 20, 2020, thousands upon thousands of Virginians descended upon Richmond to oppose Northam’s gun control push.",breitbart,gun-control,right,Non-biased,Entirely factual,['thousands' 'upon']
"Even Richard Nixon, to whom Trump likes to compares himself to, was occasionally willing to venture out into crowds of protesters to talk to them. Trump, however, is such a wuss that he made his cadre of protectors tear-gas people rather than subject himself to a crowd’s insults. Far from proving he was a tough guy, Trump’s actions only led to another round of taunting about his wimpiness.",alternet,trump-presidency,left,Biased,Expresses writer’s opinion,['wuss' 'wimpiness']
"Americans generally associate white pride with slavery, segregation, and skinheads. For most of us those are negative associations so, yes, we think it’s creepy to be proud that you’re white.",federalist,white-nationalism,right,Biased,Expresses writer’s opinion,['creepy']
"But the president's ""ask China"" response is reflective a larger strategy to deflect any blame for administration's handling of the pandemic onto China, a chief U.S. rival and the place where the outbreak began. ",usa-today,trump-presidency,center,Biased,No agreement,['deflect' 'blame']
"In fact, Clinton’s plan is so inept in its ability to understand how college funding even operates, and so atrociously far from providing any adequate solutions to a complex problem, that it sounds like she was channeling the Simpsons.",federalist,student-debt,right,Biased,Expresses writer’s opinion,['atrociously' 'inept' 'Simpsons']
"Israel has a vested interest in escalation, not de-escalation, with Iran.",alternet,international-politics-and-world-news,left,Biased,Somewhat factual but also opinionated,['vested' 'interest' 'escalation']
"President Donald Trump offered an unusual warning to Virginia farmers on Tuesday, suggesting that gun control will leave their potatoes defenseless. ",huffpost,gun-control,left,Biased,Expresses writer’s opinion,['unusual' 'warning']
CPA Chairman Dan DiMicco said the award is further validation from mainstream economists that permanent tariffs on Chinese imports are key to driving U.S. job growth.,breitbart,international-politics-and-world-news,right,Non-biased,Entirely factual,['validation']
"President Donald Trump said Friday he has drawn historic lessons from an unusual source, none other than Richard Nixon – but then he quickly argued he hasn't followed all the examples of the only U.S. president to be forced to resign his office.",usa-today,trump-presidency,center,Biased,Expresses writer’s opinion,['unusual' 'argued']
Rep. Steve King’s (R-Iowa) comments on race earlier this month elicited a warranted firestorm of indignation across American politics and media.,federalist,white-nationalism,right,Biased,Expresses writer’s opinion,['warranted' 'firestorm' 'indignation']
"President Donald Trump asserted without evidence Friday that the COVID-19 pandemic will ""go away without a vaccine."" The comments contradict the belief of some of the president's task force members.",usa-today,trump-presidency,center,Biased,Entirely factual,['asserted' 'without' 'evidence' 'contradict' 'the' 'belief']
"The bureaucrats and local would-be dictators concocting their various plans to protect us all from each other have to be relieved of their power or the police state will be permanent. So how did we get here, and how do we reclaim our liberty and the right to take risks to survive?",federalist,coronavirus,right,Biased,Expresses writer’s opinion,['would-be' 'dictators' 'concocting']
"David Rothkopf, an anti-Trump commentator, cited the coronavirus pandemic in telling Parscale ""you should have considered the term 'Death Star' a little more carefully-what with the 100,000 or more people who are likely to die because of your candidate's failed leadership.""",usa-today,trump-presidency,center,Biased,No agreement,['anti-Trump' 'failed' 'leadership']
"U.S. Representative Alexandria Ocasio-Cortez on Thursday promoted her ambitious welfare legislation to constituents in her home district in New York, finding a friendlier audience than she often encounters in the glare of Washington.",reuters,middle-class,center,Biased,Somewhat factual but also opinionated,['ambitious' 'friendlier' 'glare']
"The message from the Bouman backlash is that if you are a woman who becomes the face of a massive scientific breakthrough, sexist internet trolls will spend way too much of their time harassing you and trying to disprove your credibility.",alternet,gender,left,Biased,Expresses writer’s opinion,['internet' 'trolls' 'sexist']
"Fueled by a wave of youthful activists, including many Jews aligning with Muslims, criticism of Israel's policies toward the Palestinians has grown in volume and scope, with persistent calls for boycotts and disinvestment.",fox-news,international-politics-and-world-news,right,Non-biased,Entirely factual,['']
"Donald Trump, by design, is a chaos monster who shovels crap out faster than people can process it.",alternet,gun-control,left,Biased,Expresses writer’s opinion,['chaos' 'monster' 'shovels' 'crap']
"Supporters of Sen. Elizabeth Warren (D-MA) are blaming her lackluster Super Tuesday performance, in part, on sexism, contending that she would be the frontrunner if she were a man.",breitbart,gender,right,Biased,Expresses writer’s opinion,['lackluster']
The “OK” hand gesture is among the 36 new entries added Thursday to a database of hate symbols used by white supremacists and other far-right extremists.,usa-today,white-nationalism,center,Non-biased,Entirely factual,['supremacists']
"Dogging Bloomberg’s campaign are allegations that he made inappropriate comments toward women and that his company, Bloomberg LP, fostered a hostile environment for female employees.",reuters,gender,center,Biased,Somewhat factual but also opinionated,['Dogging' 'inappropriate']
"Bannon, who previously served as Executive Chairman of Breitbart News, has denied the false claims spewed against him mostly by those on the left.",breitbart,white-nationalism,right,Biased,Expresses writer’s opinion,['spewed' 'false' 'claims']
"Trump has weaponized the word “hoax” throughout his presidency, using it to belittle and discredit former special counsel Robert Mueller’s probe into Russian election interference as well as his impeachment trial.",msnbc,coronavirus,left,Biased,Expresses writer’s opinion,['weaponized' 'belittle' 'and' 'discredit']
"A 70% majority of Americans view the economy as unfairly favoring those with power, and large majorities also say politicians, giant corporations, and wealthy individuals wield too much power over the economy, according to Pew Research Center.",alternet,middle-class,left,Non-biased,Entirely factual,['unfairly']
"That damage was in evidence in a report from the U.S. Labor Department, which showed just under 3 million new jobless claims last week, pushing the seven-week tally well over 36 million.",reuters,coronavirus,center,Biased,Entirely factual,['damage']
"Trump appeared to be referring to Northam's signing of gun control measures at the beginning of April, moves which drew condemnation from Republicans and criticism from Trump. ",usa-today,gun-control,center,Non-biased,Entirely factual,['condemnation' 'criticism']
Democratic presidential candidate Sen. Bernie Sanders says he wants to spend a whopping $2.5 trillion over a decade to guarantee all Americans – regardless of income – safe and affordable housing.,fox-news,middle-class,right,Biased,Somewhat factual but also opinionated,['whopping']
"After Stephen Miller's white nationalist views outed, Latinos ask, 'where's the GOP outrage?'",msnbc,white-nationalism,left,Biased,Somewhat factual but also opinionated,['white' 'nationalist']
"Putin remains popular with many Russians, although his trust ratings have taken a beating after the introduction of a very unpopular pension reform in 2018.",msnbc,international-politics-and-world-news,left,Biased,Somewhat factual but also opinionated,['beating' 'unpopular']
"Moreover, NeverTrump would not only have to separate Trump from his political base, but also to win the support of that base for its own candidate. That will be particularly difficult, as NeverTrump has made no secret of its general disdain for Trump supporters.",breitbart,trump-presidency,right,Biased,Expresses writer’s opinion,['disdain']
He lied about matters large and small. He refused to shake House Speaker Nancy Pelosi's outstretched hand. He talked up a divisive culture war.,msnbc,white-nationalism,left,Biased,Expresses writer’s opinion,['lied' 'divisive' 'refused']
"Banks lamented that China has now become a partisan issue simply because Trump has blamed China for trying to hide the discovery of the coronavirus in Wuhan, China, and allowing it to spread to the rest of the world.",breitbart,coronavirus,right,Biased,No agreement,['lamented']
Apple and Google are facing criticism for offering an app that lets men in Saudi Arabia track and control the movement of women.,usa-today,gender,center,Non-biased,Entirely factual,['criticism']
"The irony of these two particular invites–Brinkley and Kasky–is that they tell of story of gun control’s failure in Florida, rather than gun control’s success.",breitbart,gun-control,right,Biased,Expresses writer’s opinion,['irony' 'failure']
Trump proceeded to ignore multiple other attempts made over subsequent weeks by his advisers and Republican allies to get him to take the pandemic seriously. Instead he dismissed their warnings as “alarmist” and would go on to hold a number of rallies (seven) and golfing outings (three) between learning of Obama’s pandemic playbook and ultimately declaring a national emergency.,alternet,trump-presidency,left,Biased,Entirely factual,['ignore' 'dismissed']
"Well-intentioned politicians might want to provide a solution for student loans, but millennials won’t start making smart decisions unless they have to foot the bill for their own education. Unfortunately, no bailout or special program can save students suffering from a lack of responsibility.",federalist,student-debt,right,Biased,Expresses writer’s opinion,['Well-intentioned' 'suffering' 'lack' 'of' 'responsibility' 'smart']
The Senate Republican leader said that some Democrats told him in private they were embarrassed by Pelosi and Schumer’s political stunt.,breitbart,coronavirus,right,Biased,Somewhat factual but also opinionated,['stunt' 'embarrassed']
Elizabeth Banks pointed out that knowing what other women and men are making in Hollywood is essential to making pay equitable across gender lines. ,usa-today,gender,center,Non-biased,Entirely factual,['']
"Despite pre-existing and new guidelines, critical decisions made by governors and state leadership have, in some cases, exacerbated the crisis. In New York, Gov. Cuomo’s instruction for long-term care facilities to continue accepting patients with COVID-19 led to devastating results.",federalist,coronavirus,right,Biased,Somewhat factual but also opinionated,['exacerbated' 'devastating' 'critical']
"The dynamic exposes two underappreciated realities of Trump’s Iran obsession: Any U.S. war on Iran will ignite war in Iraq, and U.S. credibility is visibly faltering across the region. ",alternet,international-politics-and-world-news,left,Biased,Somewhat factual but also opinionated,['obsession' 'underappreciated' 'faltering']
"Ironically, bans on “high-capacity” magazines are part of the Bloomberg campaign’s gun control push, yet a Virginia Tech review board found that such a ban would have had a negligible impact on the results of the 2007 attack.",breitbart,gun-control,right,Biased,Somewhat factual but also opinionated,['negligible']
"Trump has repeatedly boasted about and taken credit for the stock market’s performance during his three years in office, including as recently as last Saturday after a strong rebound the day before. Trump has also warned that Wall Street would fall if a Democratic candidate wins the November presidential election.",reuters,trump-presidency,center,Biased,Somewhat factual but also opinionated,['boasted' 'taken' 'credit']
U.S. President Donald Trump said on Wednesday a tax cut for the middle class would be announced over the next 90 days.,reuters,middle-class,center,Non-biased,Entirely factual,['']
"Considering the negative, often false propaganda uttered by politicians hostile to Social Security and the financial services industry, and misleading media coverage, that is not surprising, that many young people have been conditioned to think they should not count on Social Security to be there when their time to retire rolls around.",reuters,middle-class,center,Biased,Expresses writer’s opinion,['false' 'propaganda' 'hostile' 'misleading' 'conditioned']
"While sexual ambiguity does occasionally occur, the authors note, “intersex individuals are extremely rare, and they are neither a third sex nor proof that sex is a ‘spectrum’ or a ‘social construct.’”",breitbart,gender,right,Non-biased,Entirely factual,['']
"However, Democrats, including some of the 2020 candidates, have continued to push a narrative that Trump called white supremacists “very fine people,” when he clearly did not.",breitbart,white-nationalism,right,Biased,Expresses writer’s opinion,['push' 'narrative']
"Some 81% of Americans say they favor requiring background checks for gun buyers as part of an effort to stop mass shootings. Just 8% are opposed. A 59% majority say they favor banning “assault weapons,” with only about 23% opposed.",huffpost,gun-control,left,Non-biased,Entirely factual,['assault' 'weapons']
Federal prosecutors charged a 26-year-old U.S. Army veteran who they say expressed support for the Islamic State with plotting to bomb a local white nationalists rally.,usa-today,white-nationalism,center,Non-biased,Entirely factual,['']
"The biggest problem for NeverTrump, however, is the pitiful performance of the Republican Congress, which has been unable to act on its core priorities, and reinforces the notion that only Trump is strong enough to lead the party.",breitbart,trump-presidency,right,Biased,Expresses writer’s opinion,['pitiful']
"While opportunity zone program that offers tax breaks to investors who put money into specially designated areas was pitched as a way to help struggling neighborhoods, ProPublica and others have documented how the process has appeared to benefit billionaires with investments in areas that should not have qualified.",alternet,middle-class,left,Non-biased,Entirely factual,['']
But it’s getting increasingly difficult to maintain the myth that the enormous wealth inequality in not just American society but the entire world somehow reflect a system that’s fairly rewarding people for their talent and labor.,alternet,middle-class,left,Biased,Expresses writer’s opinion,['myth']
"Sweden, another highly “progressive” country, has also introduced various schemes revolving around gender identity in schools, with preschools addressing children by the gender-neutral pronoun “hen” and encouraging them to play games traditionally associated with their opposite gender.",breitbart,gender,right,Biased,Somewhat factual but also opinionated,['progressive' 'schemes']
"Of course Trump doesn’t care about other people, only his ego and his appearance. Reporting from the Associated Press confirms this, as a Thursday article explained Trump told advisers that wearing a mask would “send the wrong message.”",alternet,coronavirus,left,Biased,Somewhat factual but also opinionated,['ego']
"And sure, Republicans are stupid enough to go out and get infected, doing the virus’ dirty work for it. But the economy isn’t going anywhere as long as most people, who are sane and smart, refuse to put themselves in danger for a movie or haircut.",alternet,coronavirus,left,Biased,Expresses writer’s opinion,['stupid' 'sane' 'smart']
"A previous boom that saw gun sales double over a decade through 2016 corresponded largely with Democratic President Barack Obama’s time in office, when fears that gun control laws would be enacted drove gun aficionados to stock up.",reuters,gun-control,center,Biased,Somewhat factual but also opinionated,['aficionados']
"The Jerusalem Post reports: Nearly 50% of Palestinians living in Gaza believe the best means of ending the occupation is through armed conflict, according to a report released Monday by the Palestinian Center for Policy and Survey Research (PSR).",breitbart,international-politics-and-world-news,right,Non-biased,Entirely factual,['']
The El Paso attack has also put new pressure on a man some white nationalists praise as helping advance their movement: Donald Trump.,reuters,white-nationalism,center,Biased,No agreement,['white' 'nationalists']
Extreme gun advocacy group called Rocky Mountain Gun Owners cares more about fear-based fundraising and the money it generates than the policies they claim that money supports.,huffpost,gun-control,left,Biased,Expresses writer’s opinion,['Extreme' 'fear-based']
"Among rich lefties, perhaps, this new reality was acceptable, as it dovetailed with their guilt over their own success.",federalist,white-nationalism,right,Biased,Expresses writer’s opinion,['lefties']
"Authoritarianism experts who worried about Trump’s tendencies during his campaign and his first years in office are now sounding fresh alarms following the clearing of a park adjacent to the White House on Monday using gas, flash-bang grenades, pepper pellets and other aggressive tactics ― all so he could stand in front of a church he does not attend and be photographed holding a Bible.",huffpost,trump-presidency,left,Biased,Somewhat factual but also opinionated,['aggressive']
"In 2016, Donald Trump fueled his improbable presidential victory with an arsenal of catch phrases designed to incite and excite the Fox News and Breitbart audience who live in fear of America’s diversity and inevitable demographic changes.",usa-today,trump-presidency,center,Biased,Expresses writer’s opinion,['inevitable' 'improbable' 'fear']
"My point is that it was a bait-and-switch, and not in a crazed, left-wing state like California. ",breitbart,gun-control,right,Biased,Expresses writer’s opinion,['crazed' 'left-wing']
"Welcome to the longest U.S. economic expansion in history, one perhaps best characterized by the excesses of extreme wealth and an ever-widening chasm between the unfathomably rich and everyone else.",reuters,middle-class,center,Biased,Expresses writer’s opinion,['unfathomably' 'extreme' 'chasm']
It’s also true that in no time in modern American history has a president’s disposition and rhetoric conflicted more dramatically with the outcomes of his administration. But that has been a net win for the Constitution.,federalist,trump-presidency,right,Biased,Expresses writer’s opinion,['rhetoric' 'conflicted' 'dramatically']
"The suggestion that the use of the phrase ""ladies and gentlemen"" is a real threat to transgender individuals downplays their actual struggle for acceptance in modern America.",breitbart,gender,right,Biased,Expresses writer’s opinion,['downplays']
"And if history is any guide, shootings often spur interest in gun laws, including red flag bills.",usa-today,gun-control,center,Non-biased,Entirely factual,['']
"Female genital mutilation is illegal in Germany, leading many families to travel to their country of origin to have the gruesome ritual performed on their daughters.",breitbart,gender,right,Biased,Somewhat factual but also opinionated,['gruesome' 'ritual']
"Trump has kept it up ever since, instructing federal police to tear-gas peaceful protesters outside the White House on Monday evening to clear the area for his ludicrous photo-op holding a Bible in front of St. John’s Episcopal Church in Lafayette Square, a stunt that outraged the bishop who oversees that church.",alternet,trump-presidency,left,Biased,Expresses writer’s opinion,['ludicrous' 'stunt']
"Religion will also prove more attractive in a practical way. One of the underreported stories of the 2007-2008 financial crisis was the critical role various churches played in helping people cope with the abrupt collapse of home values, the big drop in retirement savings due to falling stock prices, and the subsequent tsunami of pink slips and salary cuts.",federalist,student-debt,right,Non-biased,No agreement,['attractive']
He then criticized the attempt to lump Republicans and white nationalists into the same group.,breitbart,white-nationalism,right,Biased,Expresses writer’s opinion,['lump']
"South Bend Mayor Pete Buttigieg, a Democratic candidate for president in 2020, called out President Donald Trump for not doing enough to nip white nationalism in the bud, and thereby being partially responsible for mass shootings like the one in El Paso on Saturday.",alternet,white-nationalism,left,Biased,Entirely factual,['']
"The movement known as NeverTrump — self-identified conservatives who vowed never to vote for Donald Trump, even at the price of a Hillary Clinton presidency and liberal dominance of the Supreme Court for generations — did not take long to recover from the shock of Trump’s victory in November.",breitbart,trump-presidency,right,Non-biased,Entirely factual,['']
"Every corporate mainstream media organization has repeatedly claimed, without evidence, that tariffs were hurting U.S. consumers.",breitbart,international-politics-and-world-news,right,Biased,Somewhat factual but also opinionated,['without' 'evidence']
Top Six Awful Democrat Ideas Senate Republicans Blocked from Coronavirus Bill...,breitbart,coronavirus,right,Biased,Expresses writer’s opinion,['Awful']
The moment was yet another headache for Biden as he struggles to appeal to gun owners. ,federalist,gun-control,right,Biased,Expresses writer’s opinion,['headache' 'struggles']
Harris had also planned to take time during her Iowa visit to talk about her new policy proposal aimed at closing the gender pay gap.,usa-today,gender,center,Non-biased,Entirely factual,['']
The Treasury Department’s inspector general is looking into the opportunity zone program following stories by ProPublica and The New York Times about how the tax break meant to help the poor had been manipulated by billionaires.,alternet,middle-class,left,Biased,Somewhat factual but also opinionated,['manipulated']
Factual analyses have dismantled this false narrative put forth by some in the mainstream media.,breitbart,white-nationalism,right,Biased,Expresses writer’s opinion,['false' 'narrative']
"Campaigners for gender equality took to European city streets on Friday to mark International Women’s Day with celebrations and protests, while in Turkey police fired tear gas to break up a crowd of several thousand women in Istanbul in the evening.",reuters,gender,center,Non-biased,Entirely factual,['fired']
"For the latest grisly example of hypocrisy, “progressive” cronyism, feminist cry-bullying, and Deep State entrenchment, look no further than Britain’s Chief Medical Officer Dame Sally Davies.",breitbart,gender,right,Biased,Expresses writer’s opinion,"['Deep' 'State' 'entrenchment' 'progressive' 'cronyism' 'feminist'
 'cry-bullying' 'hypocrisy' 'grisly']"
Gun control activists on Monday criticized guidance issued by President Donald Trump’s administration recommending that states find that gun stores are critical businesses that can stay open during the coronavirus crisis.,reuters,gun-control,center,Non-biased,Entirely factual,['criticized']
An angry Senate Majority Leader Mitch McConnell (R-KY) slammed Democrats for voting against the bill and blamed House Speaker Nancy Pelosi (D-CA) for nixing bipartisan negotiations over a coronavirus package.,breitbart,coronavirus,right,Biased,No agreement,['angry' 'slammed']
"Trump supporters obviously don’t want to admit this. If you turn on Fox News, read Breitbart and The Daily Wire or browse through the cesspools of YouTube or Reddit, you’ll find plenty of people who spin or defend Trump’s bungling.",alternet,trump-presidency,left,Biased,Expresses writer’s opinion,['bungling' 'cesspools' 'obviously']
Angry Democrats blamed Republicans for what they see as a debacle that could leave millions of Americans without health care. ,breitbart,coronavirus,right,Biased,Somewhat factual but also opinionated,['Angry' 'debacle']
"A group of 20 wealthy individuals – including left-wing financier George Soros – signed a letter Monday, begging for a wealth tax and arguing that the U.S has a “moral, ethical, and economic responsibility” to tax wealthy individuals more.",breitbart,middle-class,right,Biased,Expresses writer’s opinion,['left-wing' 'begging']
"But with the can of worms now open, Democrats see opportunity on everything from gun control to climate change, especially if the Supreme Court upholds Trump’s declaration.",federalist,gun-control,right,Non-biased,Somewhat factual but also opinionated,['can' 'of' 'worms']
The report is an in-depth analysis of the Parkland shooting and offers a searing critique of the school and sheriff department’s ability to stymie the bloodshed.,huffpost,gun-control,left,Biased,Expresses writer’s opinion,['searing' 'critique']
"Given the potential enormous risks of destabilizing the region, the Trump administration needed a strong justification for launching the strike that killed revered Iranian military leader Qassim Suleimani.",alternet,international-politics-and-world-news,left,Biased,Expresses writer’s opinion,['revered']
"U.S. President Donald Trump said on Tuesday he backed Bolivia’s interim President Jeanine Anez as she seeks “a peaceful democratic transition,” and he denounced ongoing violence in the country.",reuters,trump-presidency,center,Non-biased,Entirely factual,['denounced']
"At around 10 a.m., however, Trump sent out a tweet that explicitly warned Israel against letting Rep. Omar and Rep. Tlaib in.",alternet,international-politics-and-world-news,left,Non-biased,Entirely factual,['']
"Trump was caught on tape during the visit apparently telling his wife to “smile” (she briefly complied, but then spent the rest of the visit looking like a hostage) and then generating images that are terrifying, but not for the reasons the president may have hoped.",alternet,trump-presidency,left,Biased,Expresses writer’s opinion,['hostage' 'terrifying' 'like' 'a']
"The idea of imposing a wealth tax on the richest Americans has elicited sharply divergent views across a spectrum of politicians, with President Donald Trump branding it socialist and progressive Democratic presidential contenders Senators Elizabeth Warren and Bernie Sanders prominently endorsing it.",reuters,middle-class,center,Non-biased,Entirely factual,['']
"The fact that many Democratic women are no longer convinced that a woman can beat Trump, and are supporting white men for reasons of electability, is a tragedy. ",alternet,gender,left,Biased,Expresses writer’s opinion,['tragedy']
"It is also worth noting that the “white nationalist” in question, Patrick Casey, does not claim to be a white nationalist but an identitarian activist, a group the far-left media regularly attack as racist.",breitbart,white-nationalism,right,Biased,Expresses writer’s opinion,['far-left' 'white' 'nationalist']
"Warren has laid out a series of proposals including ones to end college debt, create universal child care and fight the opioid epidemic that she says she’d fund by taxing the mega wealthy through a $2.75 trillion tax on American households making more than $50 million annually.",usa-today,middle-class,center,Non-biased,Entirely factual,['mega' 'wealthy']
"Many conservatives came to Hawley’s defense, slamming Tapper’s attack on the Missouri senator.",breitbart,white-nationalism,right,Non-biased,Entirely factual,['slamming']
"The fish are still flying at the Pike Place Market, and, though workers say things seem a little slower than usual, this famous tourist hot spot remains in full operation despite government warnings about the coronavirus. 
",usa-today,coronavirus,center,Non-biased,Entirely factual,['']
Rowe then dismantled each of Atkins’ unsubstantiated points. He lambasted celebrities for constantly broadcasting their political opinions as though their views have any impact on most Americans.,breitbart,white-nationalism,right,Biased,Expresses writer’s opinion,['unsubstantiated' 'lambasted']
"If China’s actions in the coronavirus catastrophe offer any window into this communist regime’s machinations, deceitfulness, and debasement of human life, it is that the threat they represent is unlike anything America has faced.",federalist,coronavirus,right,Biased,Expresses writer’s opinion,['communist' 'deceitfulness' 'debasement' 'catastrophe']
"To the thinking person, the claim doesn’t make sense. How could this be a new phenomenon adopted from the small white nationalist movement when mainstream conservatives have been fighting to end affirmative action for decades?",breitbart,white-nationalism,right,Biased,Expresses writer’s opinion,['thinking' 'white' 'nationalist']
Students across India on Tuesday stood in solidarity against a vicious weekend attack on a prestigious New Delhi university by masked men wielding sticks that led to 40 students and staff being sent to the hospital.,fox-news,international-politics-and-world-news,right,Biased,No agreement,['vicious']
"Donald Trump’s victory last November was not just a repudiation of the Democrat Party and Hillary Clinton. No, 2016 was a revolt against the entire Washington establishment, both on the left and the right. Don’t forget, Trump blew away everyone in the Republican primary too, from accomplished governors to Jeb Bush (R) from Tea Party darlings to washed up Senators. Trump wiped the floor with them.",breitbart,trump-presidency,right,Biased,Expresses writer’s opinion,['repudiation' 'revolt' 'blew' 'washed' 'up' 'wiped' 'the' 'floor' 'away']
"House Speaker Nancy Pelosi debuted a 1,120-page coronavirus rescue bill after Democrats tanked the Senate proposal on Sunday night.",breitbart,coronavirus,right,Biased,Somewhat factual but also opinionated,['tanked']
"The white supremacists and other far right extremists are super-gun-owners, they are armed to the teeth, and law enforcement is understandably reluctant to get them het up.",alternet,gun-control,left,Biased,Expresses writer’s opinion,['super-gun-owners' 'understandably']
"At least 25 transgender or gender-nonconforming people were killed in violent attacks in the United States last year, according to the Human Rights Campaign, which has been tracking anti-trans violence since at least 2015.",msnbc,gender,left,Biased,Entirely factual,['anti-trans']
"New York Rep. Alexandria Ocasio-Cortez casually spotlighted her revolutionary rejection of biology, sex, and the male-or-female society during a live Facebook chat in which she was asked about her views on the military draft.",breitbart,gender,right,Biased,Expresses writer’s opinion,['revolutionary' 'casually']
"Trump on Sunday retweeted a former Republican congressional candidate’s tweet that was critical of comments Fauci made in a CNN interview and contained a call for his firing. Fauci, 79, has been director of the National Institute of Allergy and Infectious Diseases since 1984.",reuters,trump-presidency,center,Non-biased,Entirely factual,['']
"It’s all part of an endless, dehumanizing Fox News campaign to silence opponents, and specifically to silence and intimidate Democratic women.",alternet,gender,left,Biased,Expresses writer’s opinion,['dehumanizing' 'silence' 'intimidate']
"Moynihan never described the specific spiritual benefits that would arise from the kind of cutbacks needed to solve a future government debt crisis. But in explaining how excessive public spending undermines traditional values, he was clearly suggesting subsequent belt-tightening could have the reverse effect.",federalist,student-debt,right,Biased,No agreement,['']
Pompeo confronts simple questions he just can't seem to answer.,msnbc,white-nationalism,left,Biased,Expresses writer’s opinion,['simple']
He misses the fact that the bank shooting highlighted the failure of gun control–particularly Florida’s red flag law and waiting periods–rather than the need for it.,breitbart,gun-control,right,Biased,Expresses writer’s opinion,['failure' 'of' 'misses']
The white nationalist who said “Hail Trump” and “hail our people” during a conference in Washington D.C. on Saturday — and who received straight-armed Nazi-like salutes in response ...,msnbc,white-nationalism,left,Biased,Entirely factual,['Nazi-like']
"Even the European Union (with the Maastricht Treaty in 1993) has adopted the radical economic and political ideologies of Thatcherism and Reaganism—neoliberalism—that benefitted wealthy elites while forcing austerity on its poorer member nations, inflicting massive pain and inciting right-wing movements in Greece, Spain and Italy, among others.",alternet,middle-class,left,Biased,No agreement,['radical' 'elites' 'inflicting' 'massive' 'pain']
"He pointed out, in blunt and colorful language, that economic suicide in pursuit of the latter goal is insanity. His video went viral.",federalist,coronavirus,right,Biased,Expresses writer’s opinion,['blunt' 'colorful' 'suicide' 'insanity']
"For one thing, Trump’s impatience now threatens to undo the measures of the last ten weeks. Thanks in part to the foment of anti-lockdown protesters tacitly endorsed by Trump, governors are under increasing political pressure to reopen quickly—perhaps too soon.",alternet,trump-presidency,left,Biased,No agreement,['threatens' 'foment' 'tacitly']
"Numerous gun control proposals have been thwarted in the U.S. Congress, largely because of opposition by Republican lawmakers and the influential National Rifle Association gun rights lobby.",huffpost,gun-control,left,Biased,Somewhat factual but also opinionated,['thwarted']
"Sen. Elizabeth Warren is aggressively pushing a new wealth tax – which she’s dubbed the “UltraMillionaireTax” – ahead of this weekend’s formal presidential campaign launch, but keeps running into the same question from critics: Is it even constitutional?",fox-news,middle-class,right,Biased,Somewhat factual but also opinionated,['aggressively']
Lebanese citizens from across sectarian divides came together in a rare display in unity late last year after proposed tax hikes enraged an already struggling populace.,msnbc,international-politics-and-world-news,left,Biased,Somewhat factual but also opinionated,['enraged' 'rare']
"But existing U.S. sanctions already place such huge obstacles in the way of Iranian oil exports and imports of food, medicine, and other consumer products that it is hard to imagine what further pain these new sanctions can possibly inflict on the besieged people of Iran.",alternet,international-politics-and-world-news,left,Biased,Somewhat factual but also opinionated,['huge' 'obstacles' 'pain' 'besieged']
"Under the changes, all military style semi-automatics (MSSA) and assault rifles will be banned, along with parts used to convert weapons into MSSAs and all high-capacity magazines.",reuters,gun-control,center,Non-biased,Entirely factual,['']
"Fearful and insecure Americans are taking advantage of weak and ineffective gun-control laws and stocking up, as President Trump might say, “like never before.”",alternet,gun-control,left,Biased,Somewhat factual but also opinionated,['weak' 'ineffective' 'Fearful' 'insecure']
"In a bizarre and unexpected twist, pop super star Lana Del Rey is being smeared as “racist” over an Instagram post in which she slammed modern-day feminism.",breitbart,gender,right,Biased,Somewhat factual but also opinionated,['smeared' 'bizarre' 'unexpected' 'twist' 'racist' 'slammed']
The stimulus boosted investor sentiment even as several economists cut forecasts for 2020 global growth as the fast-spreading virus hampers business operations in the world’s second-largest economy.,reuters,coronavirus,center,Non-biased,Entirely factual,['']
"The Clinton plan won’t work because it’s a progressive, liberal, quasi-socialist plan applied to something that should operate like a business within a free market",federalist,student-debt,right,Biased,Expresses writer’s opinion,['quasi-socialist' 'progressive' 'liberal']
Many Latino voters know from personal and family experience how U.S. foreign policies drive people from their homes. ,alternet,international-politics-and-world-news,left,Biased,Somewhat factual but also opinionated,['drive']
"They are, she believes, the Founding Fathers' insurance policy against tyranny – the safeguard for every other right spelled out in the U.S. Constitution",usa-today,gun-control,center,Biased,Expresses writer’s opinion,['tyranny' 'safeguard']
"Those filings are expected to show that Sen. Sanders, the so-called democratic socialist, made millions from book sales.",fox-news,middle-class,right,Biased,Somewhat factual but also opinionated,['so-called']
"Cancellation of a two-week United Nations meeting on gender equality, female empowerment and “women’s issues” due to the coronavirus outbreak sparked an outcry from 12,000 disappointed delegates, diplomats and non-government organizations scheduled to fly into New York for the event and work towards ending “default male thinking” across the globalist organization.",breitbart,gender,right,Biased,Entirely factual,['default' 'male' 'thinking']
United Airlines said Tuesday it would suspend 24 flights between the U.S. and China the first week of February amid growing concern about the spread of the coronavirus that originated in the Asian nation.,usa-today,coronavirus,center,Non-biased,Entirely factual,['concern' 'growing']
